,Source Word,Derived Word,Affix
875,code,codability,-ability
876,codify,codifiability,-ability
877,coil,coilability,-ability
878,colligate,colligability,-ability
879,collocate,collocability,-ability
880,color,colorability,-ability
881,colour,colourability,-ability
882,comb,combability,-ability
883,combine,combinability,-ability
884,command,commandability,-ability
885,commodify,commodifiability,-ability
886,commute,commutability,-ability
887,compile,compilability,-ability
888,complete,completability,-ability
889,complex,complexability,-ability
890,compose,composability,-ability
891,compost,compostability,-ability
892,compute,computability,-ability
893,computerize,computerizability,-ability
894,conceal,concealability,-ability
895,conceive,conceivability,-ability
896,condense,condensability,-ability
897,condition,conditionability,-ability
898,configure,configurability,-ability
899,confirm,confirmability,-ability
900,conform,conformability,-ability
901,confuse,confusability,-ability
902,congeal,congealability,-ability
903,consult,consultability,-ability
904,contest,contestability,-ability
905,contract,contractability,-ability
906,convey,conveyability,-ability
907,cook,cookability,-ability
908,copy,copiability,-ability
909,copyright,copyrightability,-ability
910,correct,correctability,-ability
911,correlate,correlatability,-ability
912,count,countability,-ability
913,countervail,countervailability,-ability
914,cover,coverability,-ability
915,crack,crackability,-ability
916,crash,crashability,-ability
917,crush,crushability,-ability
918,crystallise,crystallisability,-ability
919,crystallize,crystallizability,-ability
920,culture,culturability,-ability
921,cure,curability,-ability
922,customise,customisability,-ability
923,customize,customizability,-ability
924,cut,cuttability,-ability
925,cycle,cyclability,-ability
926,damage,damageability,-ability
927,damn,damnability,-ability
928,dance,danceability,-ability
929,debate,debatability,-ability
930,debug,debugability,-ability
931,debug,debuggability,-ability
932,deceive,deceivability,-ability
933,decide,decidability,-ability
934,decipher,decipherability,-ability
935,decline,declinability,-ability
936,decode,decodability,-ability
937,decompose,decomposability,-ability
938,deduct,deductability,-ability
939,define,definability,-ability
940,deform,deformability,-ability
941,degrade,degradability,-ability
942,delay,delayability,-ability
943,delete,deletability,-ability
944,deliver,deliverability,-ability
945,demise,demisability,-ability
946,denature,denaturability,-ability
947,deny,deniability,-ability
948,depend,dependability,-ability
949,deploy,deployability,-ability
950,derive,derivability,-ability
951,describe,describability,-ability
952,design,designability,-ability
953,desire,desirability,-ability
954,destroy,destroyability,-ability
955,detach,detachability,-ability
956,detect,detectability,-ability
957,determine,determinability,-ability
958,deter,deterrability,-ability
959,detest,detestability,-ability
960,develop,developability,-ability
961,dewater,dewaterability,-ability
962,diagnose,diagnosability,-ability
963,diagonalize,diagonalizability,-ability
964,diffuse,diffusability,-ability
965,digest,digestability,-ability
966,digitize,digitizability,-ability
967,dilate,dilatability,-ability
968,disallow,disallowability,-ability
969,discern,discernability,-ability
970,discipline,disciplinability,-ability
971,discount,discountability,-ability
972,discover,discoverability,-ability
973,dismantle,dismantlability,-ability
974,dispatch,dispatchability,-ability
975,dispense,dispensability,-ability
976,displace,displaceability,-ability
977,display,displayability,-ability
978,dispose,disposability,-ability
979,disprove,disprovability,-ability
980,dispute,disputability,-ability
981,disrupt,disruptability,-ability
982,dissect,dissectability,-ability
983,dissolve,dissolvability,-ability
984,distill,distillability,-ability
985,distinguish,distinguishability,-ability
986,disturb,disturbability,-ability
987,diversify,diversifiability,-ability
988,do,doability,-ability
989,document,documentability,-ability
990,dope,dopability,-ability
991,download,downloadability,-ability
992,drag,draggability,-ability
993,drape,drapability,-ability
994,draw,drawability,-ability
995,drill,drillability,-ability
996,drink,drinkability,-ability
997,drug,drugability,-ability
998,drug,druggability,-ability
999,dualize,dualizability,-ability
1000,dupe,dupability,-ability
1001,dye,dyability,-ability
1002,dye,dyeability,-ability
1003,eat,eatability,-ability
1004,edit,editability,-ability
1005,educate,educatability,-ability
1006,effume,effumability,-ability
1007,eject,ejectability,-ability
1008,elect,electability,-ability
1009,elicit,elicitability,-ability
1010,embarrass,embarrassability,-ability
1011,embed,embeddability,-ability
1012,encode,encodability,-ability
1013,endure,endurability,-ability
1014,enforce,enforceability,-ability
1015,engineer,engineerability,-ability
1016,enjoy,enjoyability,-ability
1017,entertain,entertainability,-ability
1018,environment,environmentability,-ability
1019,erase,erasability,-ability
1020,evolve,evolvability,-ability
1021,examine,examinability,-ability
1022,exchange,exchangeability,-ability
1023,excise,excisability,-ability
1024,excite,excitability,-ability
1025,excuse,excusability,-ability
1026,execute,executability,-ability
1027,exercise,exercisability,-ability
1028,exhibit,exhibitability,-ability
1029,exist,existability,-ability
1030,expand,expandability,-ability
1031,explain,explainability,-ability
1032,explode,explodability,-ability
1033,exploit,exploitability,-ability
1034,export,exportability,-ability
1035,extend,extendability,-ability
1036,extract,extractability,-ability
1037,extrude,extrudability,-ability
1038,factor,factorability,-ability
1039,farm,farmability,-ability
1040,fathom,fathomability,-ability
1041,fatigue,fatiguability,-ability
1042,favour,favourability,-ability
1043,fecund,fecundability,-ability
1044,ferment,fermentability,-ability
1045,filter,filterability,-ability
1046,find,findability,-ability
1047,fingerprint,fingerprintability,-ability
1048,finitize,finitizability,-ability
1049,fish,fishability,-ability
1050,fission,fissionability,-ability
1051,fix,fixability,-ability
1052,float,floatability,-ability
1053,flow,flowability,-ability
1054,foam,foamability,-ability
1055,focus,focusability,-ability
1056,fold,foldability,-ability
1057,follow,followability,-ability
1058,fool,foolability,-ability
1059,forecast,forecastability,-ability
1060,forfeit,forfeitability,-ability
1061,forge,forgeability,-ability
1062,forget,forgettability,-ability
1063,forgive,forgivability,-ability
1064,form,formability,-ability
1065,formalize,formalizability,-ability
1066,franchise,franchisability,-ability
1067,fuck,fuckability,-ity;-ability
1068,generate,generatability,-ability
1069,glance,glanceability,-ability
1070,grade,gradability,-ability
1071,grasp,graspability,-ability
1072,gratify,gratifiability,-ability
1073,grope,gropability,-ability
1074,grow,growability,-ability
1075,guess,guessability,-ability
1076,hack,hackability,-ability
1077,handle,handleability,-ability
1078,hang,hangability,-ability
1079,harden,hardenability,-ability
1080,harmonize,harmonizability,-ability
1081,harvest,harvestability,-ability
1082,hatch,hatchability,-ability
1083,heap,heapability,-ability
1084,hear,hearability,-ability
1085,heat,heatability,-ability
1086,help,helpability,-ability
1087,homogenize,homogenizability,-ability
1088,honor,honorability,-ability
1089,hurt,hurtability,-ability
1090,hybridize,hybridizability,-ability
1091,hypnotize,hypnotizability,-ability
1092,identify,identifiability,-ability
1093,ignite,ignitability,-ability
1094,ignore,ignorability,-ability
1095,image,imageability,-ability
1096,imagine,imaginability,-ability
1097,immunize,immunizability,-ability
1098,impassable,impassability,-ability
1099,impassable,impassibility,-ability
1100,implant,implantability,-ability
1101,implement,implementability,-ability
1102,import,importability,-ability
1103,impression,impressionability,-ability
1104,improve,improvability,-ability
1105,impute,imputability,-ability
1106,include,includability,-ability
1107,increase,increasability,-ability
1108,fatigue,indefatigability,in-;de-;-ability
1109,index,indexability,-ability
1110,indict,indictability,-ability
1111,individuate,individuatability,-ability
1112,infect,infectability,-ability
1113,infer,inferability,-ability
1114,inflate,inflatability,-ability
1115,influence,influenceability,-ability
1116,inhabit,inhabitability,-ability
1117,inherit,inheritability,-ability
1118,inhibit,inhibitability,-ability
1119,inject,injectability,-ability
1120,inspect,inspectability,-ability
1121,install,installability,-ability
1122,instruct,instructability,-ability
1123,insure,insurability,-ability
1124,surmount,insurmountability,in-;-ability
1125,interact,interactability,-ability
1126,interlink,interlinkability,-ability
1127,intermarriage,intermarriageability,-ability
1128,interrogate,interrogatability,-ability
1129,intervene,intervenability,-ability
1130,introspect,introspectability,-ability
1131,utter,inutterability,in-;-ability
1132,investigate,investigability,-ability
1133,repeal,irrepealability,in-;-ability
1134,resolve,irresolvability,in-;-ability
1135,join,joinability,-ability
1136,keep,keepability,-ability
1137,kill,killability,-ability
1138,kiss,kissability,-ability
1139,knit,knittability,-ability
1140,know,knowability,-ability
1141,lace,laceability,-ability
1142,lament,lamentability,-ability
1143,land,landability,-ability
1144,last,lastability,-ability
1145,laugh,laughability,-ability
1146,launder,launderability,-ability
1147,leach,leachability,-ability
1148,learn,learnability,-ability
1149,lease,leaseability,-ability
1150,lend,lendability,-ability
1151,lick,lickability,-ability
1152,like,likeability,-ability
1153,linearize,linearizability,-ability
1154,link,linkability,-ability
1155,liquid,liquidability,-ability
1156,listen,listenability,-ability
1157,live,livability,-ability
1158,live,liveability,-ability
1159,load,loadability,-ability
1160,loan,loanability,-ability
1161,localize,localizability,-ability
1162,lock,lockability,-ability
1163,look,lookability,-ability
1164,love,lovability,-ability
1165,lump,lumpability,-ability
1166,machine,machinability,-ability
1167,machine,machineability,-ability
1168,magnetize,magnetizability,-ability
1169,mail,mailability,-ability
1170,maintain,maintainability,-ability
1171,majorize,majorizability,-ability
1172,manage,manageability,-ability
1173,maneuver,maneuverability,-ability
1174,manoeuvre,manoeuvrability,-ability
1175,manufacture,manufacturability,-ability
1176,map,mappability,-ability
1177,market,marketability,-ability
1178,marriage,marriageability,-ability
1179,mask,maskability,-ability
1180,match,matchability,-ability
1181,mechanize,mechanizability,-ability
1182,melt,meltability,-ability
1183,memorize,memorizability,-ability
1184,merchant,merchantability,-ability
1185,merge,mergeability,-ability
1186,metabolize,metabolizability,-ability
1187,metrize,metrizability,-ability
1188,mill,millability,-ability
1189,mine,minability,-ability
1190,mistake,mistakability,-ability
1191,mix,mixability,-ability
1192,mobilize,mobilizability,-ability
1193,modify,modifiability,-ability
1194,mold,moldability,-ability
1195,molest,molestability,-ability
1196,monetize,monetizability,-ability
1197,monitor,monitorability,-ability
1198,mould,mouldability,-ability
1199,move,movability,-ability
1200,multiplex,multiplexability,-ability
1201,name,nameability,-ability
1202,narrate,narratability,-ability
1203,negate,negatability,-ability
1204,network,networkability,-ability
1205,normalize,normalizability,-ability
1206,note,notability,-ability
1207,notice,noticeability,-ability
1208,notify,notifiability,-ability
1209,observe,observability,-ability
1210,obtain,obtainability,-ability
1211,omit,omittability,-ability
1212,open,openability,-ability
1213,oppose,opposability,-ability
1214,order,orderability,-ability
1215,orient,orientability,-ability
1216,overload,overloadability,-ability
1217,own,ownability,-ability
1218,oxide,oxidability,-ability
1219,pack,packability,-ability
1220,package,packageability,-ability
1221,pad,paddability,-ability
1222,paint,paintability,-ability
1223,parallelize,parallelizability,-ability
1224,paraphrase,paraphrasability,-ability
1225,park,parkability,-ability
1226,passable,passability,-ability
1227,patent,patentability,-ability
1228,pay,payability,-ability
1229,peace,peaceability,-ability
1230,perdure,perdurability,-ability
1231,perfect,perfectability,-ability
1232,perform,performability,-ability
1233,perish,perishability,-ability
1234,permute,permutability,-ability
1235,peroxide,peroxidability,-ability
1236,persist,persistability,-ability
1237,perspire,perspirability,-ability
1238,persuade,persuadability,-ability
1239,perturb,perturbability,-ability
1240,photograph,photographability,-ability
1241,pick,pickability,-ability
1242,pivot,pivotability,-ability
1243,place,placeability,-ability
1244,plan,plannability,-ability
1245,play,playability,-ability
1246,pleasure,pleasurability,-ability
1247,pledge,pledgeability,-ability
1248,plough,ploughability,-ability
1249,plug,pluggability,-ability
1250,pluralise,pluralisability,-ability
1251,pluralize,pluralizability,-ability
1252,pocket,pocketability,-ability
1253,polarize,polarizability,-ability
1254,polish,polishability,-ability
1255,polymerize,polymerizability,-ability
1256,pour,pourability,-ability
1257,predict,predictability,-ability
1258,prehend,prehendability,-ability
1259,present,presentability,-ability
1260,preserve,preservability,-ability
1261,presume,presumability,-ability
1262,prevent,preventability,-ability
1263,prime,primability,-ability
1264,print,printability,-ability
1265,process,processability,-ability
1266,project,projectability,-ability
1267,promote,promotability,-ability
1268,promote,promoteability,-ability
1269,prosecute,prosecutability,-ability
1270,protect,protectability,-ability
1271,prove,provability,-ability
1272,publish,publishability,-ability
1273,pulp,pulpability,-ability
1274,pump,pumpability,-ability
1275,punch,punchability,-ability
1276,punish,punishability,-ability
1277,purchase,purchasability,-ability
1278,quantify,quantifiability,-ability
1279,quantize,quantizability,-ability
1280,question,questionability,-ability
1281,quote,quotability,-ability
1282,ramify,ramifiability,-ability
1283,range,rangeability,-ability
1284,rank,rankability,-ability
1285,rape,rapability,-ability
1286,rape,rapeability,-ability
