Affix,Source Word,Derived Word
-al,fluid,fluidal
-ian,Parsons,Parsonsian
-ly,affrighted,affrightedly
-able,converse,conversable
-like,cusp,cusplike
-ly,careering,careeringly
-able,gate,gateable
-ly,indeterminant,indeterminantly
-like,Christ,Christlike
-ed,rebate,rebated
-ly,unsensitive,unsensitively
-ed,tussock,tussocked
-oid,animal,animaloid
-ally,amnestic,amnestically
-ish,spiv,spivish
-ly,whinnying,whinnyingly
-ist,miscegenation,miscegenationist
a-,-ous,achromous
-ly,alluring,alluringly
-al,exine,exinal
-ly,second,secondly
-ed,cockade,cockaded
-ian,Hempel,Hempelian
-ly,salvable,salvably
-y,bend,bendy
-an,Loegria,Loegrian
-ish,fag,faggish
-able,hatch,hatchable
-ist,venipuncture,venipuncturist
-ic,plasma,plasmic
-like,dick,dicklike
-ic,sadist,sadistic
-ist,dynamic,dynamicist
-able,podcast,podcastable
-ly,malitious,malitiously
-n,academia,academian
-ally,megaphonic,megaphonically
-ic,ophiolite,ophiolitic
-ist,Hellenic,Hellenicist
-like,cushion,cushionlike
-ly,avoidable,avoidably
-ly,vitious,vitiously
-al,scabicide,scabicidal
-able,blemish,blemishable
-ly,comfy,comfily
-ian,Jonson,Jonsonian
-ish,gloomy,gloomyish
-y,splish,splishy
-al,juncture,junctural
-ability,paraphrase,paraphrasability
-ic,agpaite,agpaitic
-ly,gnoseological,gnoseologically
-ly,asocial,asocially
-ally,phlegmatic,phlegmatically
-ed,sentry,sentried
-an,Rhaetia,Rhaetian
-ic,chlorophyll,chlorophyllic
-ly,rightward,rightwardly
-ist,nematology,nematologist
-y,sog,soggy
-y,murder,murdery
-ly,resistless,resistlessly
-ist,totem,totemist
-ic,psychrosphere,psychrospheric
-ly,squawking,squawkingly
-ist,pianola,pianolist
-ic,ichthyology,ichthyologic
-ian,Pickwick,Pickwickian
-al,reflexion,reflexional
-ist,apiology,apiologist
-al,decline,declinal
-ly,soggy,soggily
-an,New_Jersey,New_Jerseyan
-y,fringe,fringy
-ally,spectrometric,spectrometrically
-th,septillion,septillionth
-ly,threefold,threefoldly
-ly,overprotective,overprotectively
-ly,frictional,frictionally
-ed,empty-hoof,empty-hoofed
-ist,terroir,terroirist
-ist,negation,negationist
-ly,natal,natally
-ally,ionophoretic,ionophoretically
-ous,Cannabaceae,cannabaceous
-able,color,colorable
-ly,decompositional,decompositionally
-oid,juvenile,juvenoid
-ally,absolutistic,absolutistically
-ly,reduplicative,reduplicatively
-ic,stanza,stanzaic
-ly,pedetentous,pedetentously
-ish,like,likish
-ic,Lias,Liassic
-ly,jigging,jiggingly
-ly,scolding,scoldingly
-ical,angel,angelical
-an,Medici,Medicean
-ship,freedman,freedmanship
-ly,subitaneous,subitaneously
-ian,Brown,Brownian
-ist,paranormal,paranormalist
-ly,parlous,parlously
-o,drug,druggo
-ability,attempt,attemptability
-y,judge,judgy
-ed,herbage,herbaged
-al,corroboration,corroborational
-al,echinoderm,echinodermal
-al,sarcosome,sarcosomal
-ly,grumpy,grumpily
-ly,sonorous,sonorously
-able,discard,discardable
-ic,adenyl,adenylic
-al,congression,congressional
-ation,holler,holleration
-ly,inherent,inherently
-like,leader,leaderlike
-y,flock,flocky
-ly,adverse,adversely
-ly,myeloarchitectural,myeloarchitecturally
-ic,anthrophony,anthrophonic
-ic,adipsia,adipsic
-able,grill,grillable
-ly,adulterous,adulterously
-an,Rumelia,Rumelian
-ous,cirrus,cirrous
-ian,rhodium,rhodian
-ian,Blackburne,Blackburnian_warbler
-ian,Fodor,Fodorian
-ly,moaning,moaningly
-ed,alley,alleyed
-al,floriculture,floricultural
-ally,paraphrastic,paraphrastically
-able,level,levelable
-ly,blusterous,blusterously
-an,Orpheus,Orphean
-ly,splashing,splashingly
-ally,cosmogenic,cosmogenically
-an,Chios,Chian
-ade,ginger,gingerade
-ian,cove,Covian
-ly,temulent,temulently
-age,keel,keelage
-able,roam,roamable
-ic,pilocyte,pilocytic
-ly,wingless,winglessly
-able,choose,choosable
-ly,derivative,derivatively
-al,lochia,lochial
-ly,slapping,slappingly
-y,vogue,voguey
-like,cop,coplike
-ing,baseball,baseballing
-like,leech,leechlike
-ic,Hiram,Hiramic
-ist,Gandhi,Gandhist
-ian,Jackson,Jacksonian
-ed,arbour,arboured
-ly,opulent,opulently
-al,parasphenoid,parasphenoidal
-ish,rooster,roosterish
-y,log,loggy
-ly,savourous,savourously
-y,crude,crudy
-ic,melon,melonic
-ian,Berlusconi,Berlusconian
-ed,befrog,befrogged
-ship,pledge,pledgeship
-ation,acyl,acylation
-ic,keratocyst,keratocystic
-ly,illiquid,illiquidly
-ally,idiosyncratic,idiosyncratically
-ly,comical,comically
-y,lout,louty
-y,wisecrack,wisecracky
-ly,frizzy,frizzily
-y,hatchet,hatchety
-able,marry,marriable
-ic,anachronism,anachronistic
-ist,location,locationist
-ly,fiftieth,fiftiethly
-y,flint,flinty
-ist,excursion,excursionist
-oid,savanna,savannoid
-like,booth,boothlike
-ally,necrotic,necrotically
-ly,random,randomly
-ly,lopsided,lopsidedly
-ling,dust,dustling
-ed,cumber,cumbered
-ly,crying,cryingly
-like,German,German-like
-able,excite,excitable
-ist,hypermodern,hypermodernist
-ian,Confucius,Confucian
-like,token,tokenlike
-ly,unforgivable,unforgivably
-ish,beige,beigeish
-ally,casuistic,casuistically
-like,library,librarylike
-al,entomofauna,entomofaunal
-ian,Middleton,Middletonian
-ette,crinoline,crinolette
-ly,unendurable,unendurably
-o,dumb,dumbo
-ship,career,careership
-ly,debasing,debasingly
-ly,pseudomerohedral,pseudomerohedrally
-ly,paradisaical,paradisaically
-ic,cosmorama,cosmoramic
-al,anthocodia,anthocodial
-ly,ministerial,ministerially
-ally,prethymic,prethymically
-ette,chop,chopette
-ation,decimalise,decimalisation
-ally,thalamic,thalamically
-ing,forsay,forsaying
-ly,inexpiable,inexpiably
-ly,glottochronological,glottochronologically
-ical,metallurgy,metallurgical
-al,prefix,prefixal
-like,centromere,centromerelike
-ly,imperfective,imperfectively
-able,rouse,rousable
-ly,methodical,methodically
-ic,algolagnia,algolagnic
-age,meter,meterage
-ly,nocent,nocently
-ac,Celtomania,Celtomaniac
-ie,Scott,Scottie
-ing,loft,lofting
-ly,evangelical,evangelically
-able,reload,reloadable
-an,Nematocera,nematoceran
-like,dime,dimelike
-ly,parent,parently
-ist,palindrome,palindromist
-ette,fart,fartette
-ly,splendid,splendidly
-al,microfeature,microfeatural
-ly,japing,japingly
-ic,Eruca,erucic
-y,Gibson,Gibby
-ish,city,cityish
-able,schedule,schedulable
-ly,excusable,excusably
-al,acculturation,acculturational
-an,Delhi,Delhian
-ist,prescriptive,prescriptivist
-ly,bounded,boundedly
-ly,commensurate,commensurately
-ous,Perissodactyla,perissodactylous
-ly,declarative,declaratively
-ling,dweeb,dweebling
-ly,unperceptive,unperceptively
-ly,strong-hearted,strong-heartedly
-ic,orthopantomography,orthopantomographic
-ally,toxic,toxically
-ly,washerwoman,washerwomanly
-ist,violoncello,violoncellist
-ly,cotranslational,cotranslationally
-ally,hydrolytic,hydrolytically
-ship,outdoorsman,outdoorsmanship
-ly,osteological,osteologically
-ic,enthalpy,enthalpic
-ship,salesman,salesmanship
-like,building,buildinglike
-ly,nephew,nephewly
-ly,wilful,wilfully
-able,man,manable
-ist,castanet,castanetist
-ly,elongate,elongately
-an,Monrovia,Monrovian
-ally,apoplectic,apoplectically
-y,class,classy
-ed,doublet,doubleted
-ic,paederast,paederastic
-oid,ocelot,oceloid
-like,even,evenlike
-osis,glycosphingolipid,glycosphingolipidosis
-ish,squirm,squirmish
-o,spell,spello
-ed,airproof,airproofed
-y,corkscrew,corkscrewy
-ic,omphacite,omphacitic
-ly,inappreciable,inappreciably
-ist,conceptional,conceptionalist
-s,pugilistic,pugilistics
-ical,satire,satirical
-ic,pictograph,pictographic
-ic,Anglia,Anglic
-ed,gut,gutted
-ish,extravert,extravertish
-ly,aleatory,aleatorily
-ous,spirit,spiritous
-ic,military,militaric
-ly,saccharine,saccharinely
-al,backpropagation,backpropagational
-ally,hydrogenotrophic,hydrogenotrophically
-y,rant,ranty
-al,protocone,protoconal
-ish,joke,jokish
-ly,suppressive,suppressively
-able,settle,settleable
-ic,Nippon,Nipponic
-able,chuck,chuckable
-ly,noted,notedly
-al,menarche,menarcheal
-ly,broiling,broilingly
-ation,ornament,ornamentation
-ly,radiating,radiatingly
-ship,bystander,bystandership
-ability,identify,identifiability
-able,play,playable
-ly,untreatable,untreatably
-ist,Mixtecan,Mixtecanist
-ly,ruminating,ruminatingly
-like,genie,genielike
-like,sauna,saunalike
-ist,personology,personologist
-ous,Nepenthaceae,nepenthaceous
-ally,anaplerotic,anaplerotically
-ation,Kuwaitise,Kuwaitisation
-ing,majorette,majoretting
-ed,nig,nigged
-ly,singulative,singulatively
-ly,bioelectrical,bioelectrically
-like,practice,practicelike
-ly,disquiet,disquietly
-ic,Suomi,Suomic
-ly,colorless,colorlessly
-ally,caustic,caustically
-ly,tribal,tribally
-ly,footless,footlessly
-able,arrange,arrangeable
-an,Maidu,Maiduan
-ie,folk,folkie
-ly,unsubtle,unsubtly
-ly,conflicting,conflictingly
-ed,pedicel,pedicelled
-ly,nonhorizontal,nonhorizontally
-ly,dismissive,dismissively
-like,seizure,seizurelike
-ly,mouthwatering,mouthwateringly
-ly,unfixable,unfixably
-al,subregion,subregional
-ed,kimono,kimonoed
-like,rumba,rumbalike
-ic,polyethylene,polyethylenic
-ly,pervasive,pervasively
-ic,marabout,maraboutic
-ability,alien,alienability
-like,crater,craterlike
-ie,egg,eggie
-ical,Mariology,Mariological
-ic,cutinite,cutinitic
-ic,Osiris,Osiric
-ly,sovereign,sovereignly
-al,incise,incisal
-ation,abscess,abscessation
-ist,heterophemy,heterophemist
chlor-,-osis,chlorosis
-able,dualize,dualizable
-ally,metallic,metallically
-ship,player,playership
-ly,lusting,lustingly
-al,investigation,investigational
-ally,herostratic,herostratically
-ic,mora,moraic
-y,spectrum,spectrumy
-ally,isotopic,isotopically
-ous,quartz,quartzous
-ly,occasional,occasionally
-ic,octamer,octameric
-ic,syntax,syntactic
-an,Asteroidea,asteroidean
-ed,encoffin,encoffined
-ly,ineradicable,ineradicably
-ly,flowing,flowingly
-ist,allergology,allergologist
-ic,naturalist,naturalistic
-ly,outsider,outsiderly
-ally,semiotic,semiotically
-able,pulverize,pulverizable
-ly,parasitological,parasitologically
-ical,primatology,primatological
-like,phantom,phantomlike
-an,Santa_Monica,Santa_Monican
-ic,lithemia,lithemic
-ian,Gynandria,gynandrian
-like,bedroom,bedroomlike
-ish,free,freeish
-ally,traditionalistic,traditionalistically
-ish,squirrel,squirrelish
-an,Canary,Canarian
-ly,selective,selectively
-ed,pseudogap,pseudogapped
-ly,nonserial,nonserially
-ly,minister,ministerly
-like,conglomerate,conglomeratelike
-ian,Raffles,Rafflesian
-ly,thirtieth,thirtiethly
-ly,unsolicited,unsolicitedly
-able,proportion,proportionable
-ly,misshapen,misshapenly
-ly,ostensive,ostensively
-ally,endocytotic,endocytotically
-ed,affection,affectioned
-ian,Dryden,Drydenian
-al,byssus,byssal
-ly,obese,obesely
-ally,unauthentic,unauthentically
-y,banter,bantery
-ally,magnetophoretic,magnetophoretically
-ly,divergent,divergently
-ation,hydrophilize,hydrophilization
-ous,synonym,synonymous
-ly,needs,needsly
-ic,myeloblast,myeloblastic
-ly,squooshy,squooshily
-ally,polydeistic,polydeistically
-able,culture,culturable
-ly,discomforting,discomfortingly
-ical,dynasty,dynastical
-ly,illative,illatively
-ic,romant,romantic
-ist,capitulation,capitulationist
-ic,leukocyte,leukocytic
-ly,nonreversible,nonreversibly
-ally,Semitic,Semitically
-ed,cliff,cliffed
-ation,anonymize,anonymization
-y,goat,goaty
-ly,moping,mopingly
-ed,lipgloss,lipglossed
-able,sabotage,sabotageable
-ish,odd,oddish
-ed,patten,pattened
-ly,appearing,appearingly
-ly,prying,pryingly
-ic,Abraham,Abrahamic
-ed,unitard,unitarded
-ly,tittering,titteringly
-ly,contemporaneous,contemporaneously
-able,everlast,everlastable
-ship,cardinal,cardinalship
-al,tormina,torminal
-ic,mesitylene,mesitylenic
-ist,agricultural,agriculturalist
-ic,diphthong,diphthongic
-able,relight,relightable
-ic,scholiast,scholiastic
-ette,wipe,wipette
-ly,thanatological,thanatologically
-ly,tortuous,tortuously
-ly,propitiating,propitiatingly
-y,booze,boozy
-ette,heifer,heiferette
-ly,explanative,explanatively
-ly,muscle,muscly
-able,schematize,schematizable
-ly,court,courtly
-ly,gimmicky,gimmickily
-ally,atavistic,atavistically
-y,sandpaper,sandpapery
-ly,incubous,incubously
-ly,distrusting,distrustingly
-an,Australasia,Australasian
-able,experiential,experientable
-ic,spiroergometry,spiroergometric
-like,bouquet,bouquetlike
-y,stoop,stoopy
-ly,peaceable,peaceably
-ist,spermatology,spermatologist
-ly,shining,shiningly
-able,be,beable
-ly,chirurgeon,chirurgeonly
-ed,unable,unabled
-y,redneck,rednecky
-ed,beauty,beautied
-ly,unfestive,unfestively
-ed,palfrey,palfreyed
-ly,insipient,insipiently
-ish,Hungarian,Hungarish
-ly,abductive,abductively
-ic,heteronym,heteronymic
-ic,bronchiectasis,bronchiectasic
-ic,leukodystrophy,leukodystrophic
-ical,bumpology,bumpological
-like,club,clublike
-y,nudge,nudgy
-ly,indignant,indignantly
-like,pod,podlike
-ly,uninfectious,uninfectiously
-ally,monochromatic,monochromatically
-oid,Pluto,plutoid
-ic,furan,furanic
-ian,Davidson,Davidsonian
-ly,turbulent,turbulently
-able,underline,underlinable
-ist,metaphor,metaphorist
-al,compaction,compactional
-able,recline,reclinable
-y,stargaze,stargazy_pie
-ation,emend,emendation
lign-,-ous,lignous
-ly,juddering,judderingly
-ian,ammonium,ammonian
-like,clone,clonelike
-y,camphor,camphory
-ist,insectology,insectologist
-ly,spagyrical,spagyrically
-ally,cabalistic,cabalistically
-like,voodoo,voodoolike
-ly,bedraggled,bedraggledly
-al,centum,cental
-able,force,forceable
-ally,oryctognostic,oryctognostically
-an,Dalriada,Dalriadan
-ally,spectrofluorimetric,spectrofluorimetrically
-y,swamp,swampy
-ly,phenomenical,phenomenically
-ly,irreclaimable,irreclaimably
-ical,strophe,strophical
-age,graft,graftage
-ly,peckish,peckishly
-able,treason,treasonable
-ian,Baudelaire,Baudelairian
-an,Pelycosauria,pelycosaurian
-y,bald,baldy
-ship,serf,serfship
-y,torch,torchy
-an,Cupa,Cupan
-ic,oophyte,oophytic
-ation,oxygen,oxygenation
-ed,paparazzi,paparazzied
-ing,scoutmaster,scoutmastering
-ly,pinging,pingingly
-ly,intercultural,interculturally
-able,forecast,forecastable
-like,beach,beachlike
-ly,debauched,debauchedly
-ing,bulkhead,bulkheading
-ship,librarian,librarianship
-ally,authigenic,authigenically
-ly,skinny,skinnily
-ed,chine,chined
-ic,enteropathy,enteropathic
-ic,ehrlichemia,ehrlichemic
-ly,bumpkin,bumpkinly
-ly,fraudful,fraudfully
-ly,viscous,viscously
-y,pouch,pouchy
-al,jurisdiction,jurisdictional
-ing,crocodile,crocodiling
-ly,omnivorous,omnivorously
-ed,academick,academicked
-ian,Briggs,Briggsian
-like,golf,golflike
-ous,ordure,ordurous
-al,menopause,menopausal
-ally,hymnographic,hymnographically
-ability,amplify,amplifiability
-al,oasis,oasal
-oid,protein,proteinoid
-ish,buccaneer,buccaneerish
-al,phosphorylation,phosphorylational
-ic,monopsony,monopsonic
-an,Palau,Palauan
-y,buff,buffy
-ally,militaric,militarically
-ly,insulting,insultingly
-ly,compulsory,compulsorily
-y,elastic,elasticky
-able,motion,motionable
-al,remit,remittal
-al,simulation,simulational
-ly,uppish,uppishly
-ic,fact,factic
-an,Gandhi,Gandhian
-an,Ixil,Ixilan
-ation,muscularize,muscularization
-able,preempt,preemptable
-age,fog,foggage
-like,buttock,buttocklike
-an,Nile,Nilean
-ic,ureter,ureteric
-ical,iamatology,iamatological
-ic,abrupt,abruptic
-ing,nymph,nymphing
-osis,kaolin,kaolinosis
-ic,chirography,chirographic
-ally,polyrhythmic,polyrhythmically
-ly,unbiased,unbiasedly
-ly,sedentary,sedentarily
-ed,hairstyle,hairstyled
-ly,cousin,cousinly
-ation,personalize,personalization
-ly,profligate,profligately
-ic,myelopathy,myelopathic
-y,angst,angsty
-ly,ectocranial,ectocranially
-ic,dysaemia,dysaemic
-ability,obtain,obtainability
-ly,displeased,displeasedly
-ally,uneccentric,uneccentrically
-able,revise,revisable
-like,communion,communionlike
-ian,American,Americanian
-ed,mustacho,mustachoed
-like,skewer,skewerlike
-ed,skinsuit,skinsuited
-y,knob,knobby
-like,father,fatherlike
-an,Magi,Magian
-ly,cytoarchitectural,cytoarchitecturally
-an,Granada,Granadan
-ally,clonogenic,clonogenically
-able,dim,dimmable
-ly,town,townly
-ally,metaphysic,metaphysically
-ly,bloodthirsty,bloodthirstily
-like,carton,cartonlike
-able,devolve,devolvable
-ly,inferotemporal,inferotemporally
-ian,Everett,Everettian
-ly,clunky,clunkily
-ian,Epsom,Epsomian
-able,dismantle,dismantleable
-ed,row,rowed
-ly,beneficial,beneficially
-ly,interspatial,interspatially
-able,shape,shapable
-ic,eicosamer,eicosameric
-ist,cytology,cytologist
-ic,oospore,oosporic
-ly,tertiary,tertiarily
-ous,Glomeraceae,glomeraceous
-ly,flapping,flappingly
-ous,cedrus,cedrous
-ly,cussed,cussedly
-ly,cognizant,cognizantly
-ly,stodgy,stodgily
-an,Microsporidia,microsporidian
-al,ictus,ictal
-y,truck,trucky
-ly,ventroproximal,ventroproximally
-an,Protura,proturan
-ist,substantival,substantivalist
-al,sarcoid,sarcoidal
-an,Cercozoa,cercozoan
-ly,unipotent,unipotently
-y,girlfriend,girlfriendy
-ian,United_States,United_Statian
-ic,hematuria,hematuric
-ical,neurotology,neurotological
-ly,flatulent,flatulently
-ly,babbling,babblingly
-ly,committal,committally
-ic,epilith,epilithic
-ed,stew,stewed
-ed,addle,addled
-ed,tress,tressed
-al,ear,earal
athero-,sclerosis,atherosclerosis
-ic,ulegyria,ulegyric
-ist,Pelagian,Pelagianist
-ly,disposable,disposably
-ly,unalloyed,unalloyedly
-like,textile,textilelike
-ic,myelinopathy,myelinopathic
-ally,homogamic,homogamically
-like,steel,steellike
-ly,inopportune,inopportunely
-ally,nucleophilic,nucleophilically
-an,Badoglio,Badoglian
-ish,duck,duckish
-ist,Scripture,Scripturist
-ly,cancerous,cancerously
-able,reinstall,reinstallable
-oid,basal,basaloid
-an,Glomeromycota,glomeromycotan
-able,retard,retardable
-ic,Amorite,Amoritic
-ly,chanceable,chanceably
-ability,mechanize,mechanizability
-ling,beast,beastling
-y,bus,bussy
-ly,pretextual,pretextually
-ly,refined,refinedly
-ly,goshawful,goshawfully
-ly,scrutinising,scrutinisingly
-ic,metronome,metronomic
-like,vocoder,vocoderlike
-y,knobble,knobbly
-oid,adamantane,adamantanoid
-ist,lichenography,lichenographist
-ly,immunohistological,immunohistologically
noto-,-al,notal
-like,dress,dresslike
-ist,Vascon,Vasconist
-ly,representative,representatively
-ly,natant,natantly
-ing,throat,throating
-like,dace,dacelike
-ed,enwallow,enwallowed
-ly,sedimentological,sedimentologically
-ly,dismissing,dismissingly
-an,Tokelau,Tokelauan
-al,bismuth,bismuthal
-ly,northern,northernly
-ly,slogging,sloggingly
-y,sleek,sleeky
-ly,nontheological,nontheologically
-ly,eventful,eventfully
-an,Malinowski,Malinowskian
-ic,paraselene,paraselenic
-ly,dismaying,dismayingly
-ed,thought,thoughted
-ic,Ruthenia,Ruthenic
-like,boob,booblike
-ally,nonacademic,nonacademically
-ly,scuzzy,scuzzily
-ish,rowdy,rowdyish
-able,clink,clinkable
-ian,Pirandello,Pirandellian
-ic,hypocalcemia,hypocalcemic
-ability,merchant,merchantability
-ic,imperialist,imperialistic
-ed,stipule,stipuled
-able,hold,holdable
-ally,optoacoustic,optoacoustically
-ic,calcify,calcific
-ic,totem,totemic
-ly,refulgent,refulgently
-ly,incommensurable,incommensurably
-ly,unavoidable,unavoidably
-ly,venal,venally
-ly,sidereal,sidereally
-ly,supportable,supportably
-ly,proverbial,proverbially
-y,food,foody
-able,transfigure,transfigurable
-ability,roll,rollability
-aholic,tan,tanaholic
-ly,potential,potentially
-y,bedbug,bedbuggy
-ic,interphase,interphasic
-like,missile,missilelike
-al,chalaza,chalazal
-ie,ow,owie
-ly,fluent,fluently
-ly,scintillant,scintillantly
-ly,avidious,avidiously
-ish,snub,snubbish
-ly,curved,curvedly
-ally,heterotopic,heterotopically
-ic,trichotillomania,trichotillomanic
